LIN,CODIGO,RAMO,NOM_ART,TAM,PRES,UNIDAD,CCJ_CON,CCJ_SIN,CU_CON,CU_SIN,PREV_CON,PREV_SIN,FECH_AN,FECH_AC,IVA,GAN,EXIS,UBICA,STK,PROV,SI
ABA,7501055331727,REFRESCO,YOLY  LATA 355 ML,355 ML,24,BOTE,82.50,71.74,3.44,2.99,5.00,4.35,,10/12/2009,16,45.5,-28,,1,COCA,
ABA,7501055300341,REFRESCO,SPRITE LATA 355 ML,355 ML,24,BOTE,107.76,92.90,4.49,3.87,5.50,4.74,19/08/2010,19/08/2010,16,22.5,-32,,1,COCA,
ABA,7501055329946,REFRESCO,YOLI 2 LT DESECH,1 L,6,PZA,52.00,45.22,8.67,7.54,10.00,8.70,,10/12/2009,16,15.4,-236,,0,COCA,
ABA,7501055329915,REFRESCO,YOLI 600 ML LIMON,600 ML,12,PET,78.00,67.83,6.50,5.65,7.00,6.09,,10/12/2009,16,7.7,-84,,0,COCA,
PER,7501022105078,JABON TOC,JABON GRISSI 100 G AVENA,100 G,1,PZA,8.50,7.39,8.50,7.39,10.50,9.13,10/12/2009,10/12/2009,16,23.5,-6,,2,GARIS,
DES,7501431204164,,TAPA CONVERMEX 416 1 L,,1,PTE,17.93,15.46,17.93,15.46,22.50,19.40,20/12/2010,20/12/2010,16,25.5,0,,0,GEMSA,
ABA,0,,MUÑECOS P/ROSCA REYES,,1000,`PZA,80.00,69.57,0.08,0.07,0.20,0.17,,10/12/2009,16,150.0,1000,,0,GEMNS,
VIN,830181,CIGARROS,PALL MALL EXACTOS PLUS C/25,25,8,CAJA,203.03,175.03,25.38,21.88,28.00,24.14,03/12/2010,03/12/2010,16,10.3,-4,,2,GARIS,
ABA,7501017379040,SERVILLET,SERVILLETAS FANCY C/125 P,125,48,PQT,208.00,179.31,4.33,3.74,5.20,4.48,22/03/2011,22/03/2011,16,20.0,-94,,5,GARIS,
ABA,7501017364596,SERVILLET,SERVILLETAS DELSEY C/125,125,48,PQT,249.00,214.66,5.19,4.47,6.30,5.43,02/04/2011,02/04/2011,16,21.4,-78,,10,GARIS,
VIN,7501035030107,,ROMPOPE STA CLARA 1 LT,1 LT,1,PZA,57.50,49.57,57.50,49.57,69.00,59.48,18/12/2010,18/12/2010,16,20.0,0,,0,GALLO,
,7501086802586,,TITAN 2.5 L TORONJA,,8,PZA,68.50,59.05,8.56,7.38,10.00,8.62,28/09/2010,28/09/2010,16,16.8,-78,,0,PEPSI,
PER,7501468001323,,TUBOS P/PELO GDE,,1,PZA,16.00,13.91,16.00,13.91,22.50,19.57,,13/12/2009,16,40.6,0,,0,,
,0,BEBES,CHUPON DE MIEL C/25,1,25,PZA,69.25,59.70,2.77,2.39,4.00,3.45,08/04/2010,08/04/2010,16,44.4,12,,6,GARIS,
ABA,7501943474918,,PAÑAL DIAPRO GEL UNITALLA,,1,PTE,51.50,44.40,51.50,44.40,62.50,53.88,23/03/2011,23/03/2011,16,21.4,1,,0,GARIS,
LAC,7501000106936,TOSTADAS,TOSTADAS MILPA REAL 175 GS,360 G,1,PQT,0.00,8.00,0.00,8.00,0.00,10.00,15/12/2009,15/12/2009,0,25.0,7,,0,BIMBO,
PAN,7501030490630,BIMBO,BIMBO HOTKIS 50 GR,50 GR,1,PZA,0.00,4.05,0.00,4.05,0.00,5.00,31/01/2011,31/01/2011,0,23.5,0,,0,BIMBO,
PAN,7501030405542,BIMBO,BIMBO AMARAN-NJA GALLET 54 G,60 GR,1,PZA,0.00,4.20,0.00,4.20,0.00,5.00,,24/01/2010,0,19.0,0,,0,BIMBO,
PAN,7501030496878,BIMBO,BIMBO PANQUE DE NAVIDAD,UNI,1,PQT,0.00,16.50,0.00,16.50,0.00,19.00,15/12/2009,15/12/2009,0,15.2,-533,,1,BIMBO,
DUL,7501000153282,MARINELA,MARINELA SUBMARINOS VAINI 105 GR,85 GR,1,PQT,0.00,6.80,0.00,6.80,0.00,8.00,15/12/2009,15/12/2009,0,17.6,-5,,0,MARIN,
DUL,7501030497738,MARINELA,MARINELA POLVORONES 113 GR,75 G,1,PQT,0.00,4.98,0.00,4.98,0.00,6.00,30/11/2010,30/11/2010,0,20.5,-400,,0,MARIN,
PAN,7501030498841,BIMBO,BIMBO MINIX 60 GR,50 GR,1,PZA,0.00,4.20,0.00,4.20,0.00,5.00,,15/12/2009,0,19.0,0,,0,,
PAN,7501030496144,BIMBO,BIMBO NEGRITO RAZTA CHOC 35 GR,50 GR,1,PZA,0.00,4.05,0.00,4.05,0.00,5.00,31/01/2011,31/01/2011,0,23.5,-1,,0,,
ABA,7501030454809,,LARA SURTIDO RICO 227 GS,454 GS,10,PZA,0.00,80.00,0.00,8.00,0.00,10.00,24/09/2010,24/09/2010,0,25.0,-22,,0,GARIS,
PAN,7501030496885,BIMBO,BIMBO PANQUE CHOCOLATE 255 GR,UNI,1,PQT,0.00,14.20,0.00,14.20,0.00,17.00,15/12/2009,15/12/2009,0,19.7,-508,,1,BIMBO,
DUL,7501011131392,SABRITAS,SABRITAS PAKETAXO 180 GR,135 GRS,1,BOLSA,0.00,12.50,0.00,12.50,0.00,15.00,,15/12/2009,0,20.0,-29,,0,SABRI,
DUL,7501011131064,SABRITAS,DORITOS 125 G NACHOS,165G,1,BOLSA,0.00,13.50,0.00,13.50,0.00,15.00,15/12/2009,15/12/2009,0,11.1,-243,,0,SABRI,
ABA,7501011158009,,SABRITAS 20 GS CHEETOS HORNEADOS,25 GS,1,PZA,0.00,3.00,0.00,3.00,0.00,4.00,16/03/2010,16/03/2010,0,33.3,-92,,0,SABRI,
ABA,7501011143920,,SABRITAS 55 GS DORITOS DOLALAS,25 GS,1,PZA,0.00,3.00,0.00,3.00,0.00,5.00,,15/12/2009,0,66.7,5,,0,SABRI,
DUL,7501030493440,BARCEL,BARCEL KONOX 30 G,60 G,1,PZA,0.00,3.20,0.00,3.20,0.00,4.00,,15/12/2009,0,25.0,1,,0,BARCE,
FER,0,,FIBRA C/AJAX PTE 5 P,,20,P,60.00,51.72,3.00,2.59,5.00,4.31,02/01/2010,18/12/2010,16,66.7,0,,0,GARIS,
ABA,7501055328321,,FANTA 400 ML NJA,400 NJA,12,PZA,52.00,45.22,4.33,3.77,5.00,4.35,,16/12/2009,16,15.4,-7,,0,COCA,
ABA,7501055328369,,SPRIT 400 ML,,12,PZA,52.08,45.29,4.34,3.77,5.00,4.35,,16/12/2009,16,15.2,-6,,0,COCA,
ABA,7501059233690,,NARANJADITA 330 ML,330 ML,12,PZA,50.00,43.48,4.17,3.62,5.20,4.52,,16/12/2009,16,24.8,12,,0,CORON,
VIN,8410113003065,,VINO SANGRE TORO 750 L,,1,PZA,199.00,171.55,199.00,171.55,240.00,206.90,,26/03/2010,16,20.6,2,,0,GARIS,
FAR,0,,XL-DOL 500 MG TAB,,20,PZA,0.00,13.00,0.00,0.65,0.00,1.00,11/03/2011,11/03/2011,0,53.8,12,,0,GARIS,
LAC,7501040047015,,GUTEN 500 GR CORTADILLO,500 G,1,PTE,0.00,21.50,0.00,21.50,0.00,27.00,22/03/2011,22/03/2011,0,25.6,-13,,0,FUD,
ABA,8410010701101,,ALCAPARRAS CARBONEL 100 GR,100 GR,1,FRASCO,0.00,18.10,0.00,18.10,0.00,22.50,,23/12/2009,0,24.3,0,,0,COMER,
,0,,CACAHUTE C-CASCARA,,18,K,0.00,414.00,0.00,23.00,0.00,30.00,18/12/2010,18/12/2010,0,30.4,0,,0,,
,0,,HIGOS P/ROSCA,,5,K,0.00,137.50,0.00,27.50,0.00,40.00,,23/12/2009,0,45.5,0,,0,,
VIN,0,,COCTEL MARGARITA L,,1,PZA,52.00,45.22,52.00,45.22,63.00,54.78,,23/12/2009,16,21.2,0,,0,GALLO,
VIN,0,,COCTEL SPERRYS P L,,1,PZA,66.50,57.83,66.50,57.83,81.50,70.87,23/12/2009,23/12/2009,16,22.6,0,,0,,
VIN,7501008612040,,BACARDI 200 ORO,,1,PZA,29.00,25.22,29.00,25.22,35.00,30.44,02/01/2010,02/01/2010,16,20.7,0,,0,,
VIN,0,,RON BARAIMA BCO,,1,PZA,16.50,14.35,16.50,14.35,20.00,17.39,,23/12/2009,16,21.2,0,,0,GALLO,
VIN,0,,CABRITO MIX LATA 355,,1,,6.60,5.69,6.60,5.69,8.50,7.33,28/05/2010,28/05/2010,16,28.8,0,,0,GALLO,
PER,7501017367498,PAÑUELOS,KLEENEX PAÑUELO MENTOL,60 H,1,PZA,20.00,17.24,20.00,17.24,25.00,21.55,03/01/2011,03/01/2011,16,25.0,3,,0,GARIS,
JAR,0,,REGADERA P/ FREGADERO,,1,PZA,5.80,5.00,5.80,5.00,7.50,6.47,19/03/2010,19/03/2010,16,29.3,0,,0,GARIS,
ABA,7501943465343,DESECHA,SERVILLETA PETALO COLOR 400 PZ,400,12,PQT,270.00,232.76,22.50,19.40,27.50,23.71,19/01/2011,19/01/2011,16,22.2,3,,1,GARIS,
FER,7501032971243,LIMPIA VID,WINDEX 650 ML NARANJA,650 ML,3,PZA,100.50,87.39,33.50,29.13,41.00,35.65,28/12/2009,28/12/2009,16,22.4,-6,,1,GARIS,
FER,7501032971106,LIMPIA VID,WINDEX 650 ML VINAGRE,650 ML,1,PZA,34.50,29.74,34.50,29.74,43.00,37.07,08/11/2010,08/11/2010,16,24.6,-10,,1,GARIS,
PER,7502251480011,,AQUA NET SPRAY,1,12,PZA,275.04,237.10,22.92,19.76,29.50,25.43,28/03/2011,28/03/2011,16,28.7,-10,,0,GARIS,
ABA,7501059234017,,DOLCA NESCAFE 180 GR,200 GR,12,FCO,0.00,584.50,0.00,48.71,0.00,55.00,29/03/2011,29/03/2011,0,12.9,-7,,0,GARIS,
ABA,7501059234314,,DOLCA NESCAFE 180 GR CANELA,200 GR,1,FCO,0.00,49.50,0.00,49.50,0.00,59.00,09/03/2011,09/03/2011,0,19.2,-6,,0,GARIS,
ABA,7503008481497,,FRUTI ROLLS GOLDEN 390 GS,390,1,PZA,0.00,11.70,0.00,11.70,0.00,14.50,,28/12/2009,0,23.9,1,,0,GARIS,
PER,7590002026519,PERF,CREST CALCI DENTAL 100 ML,100 ML,1,PZA,9.00,7.76,9.00,7.76,12.00,10.34,15/12/2010,15/12/2010,16,33.3,2,,0,GARIS,
PER,7702018913893,,GILLETTE SPRAY 150 ML POWER RUS.,85 G,1,PZA,32.50,28.26,32.50,28.26,42.00,36.52,30/12/2009,30/12/2009,16,29.2,0,,1,GARIS,
FAR,7501006724899,,MUM BARRA 40 GR FLORAL,65 G,1,PZA,22.10,19.22,22.10,19.22,28.00,24.35,30/12/2009,30/12/2009,16,26.7,21,,0,GARIS,
FAR,7501006724912,,MUM BARRA 40 GR LAVANDA,65 G,1,PZA,22.10,19.22,22.10,19.22,28.00,24.35,,30/12/2009,16,26.7,23,,0,GARIS,
PER,75031855,,COTY B 45 G STICK ENERGETICA,45 G,1,PZA,24.40,21.22,24.40,21.22,30.00,26.09,,30/12/2009,16,23.0,18,,0,GARIS,
PER,7501027286024,,OBAO FOR/MEN 65 G ROLL-ON ACTIVE,65,3,PZA,40.20,34.96,13.40,11.65,18.00,15.65,30/12/2009,30/12/2009,16,34.3,3,,0,GARIS,
ABA,0,,MUÑECA GINA E/10,,1,PZA,40.00,34.78,40.00,34.78,52.00,45.22,,30/12/2009,16,30.0,3,,0,GARIS,
ABA,7509546018928,,AXION DETER 500 GS,500,24,P,221.50,190.95,9.23,7.96,11.20,9.66,08/03/2011,08/03/2011,16,21.4,-8,,0,GARIS,
FAR,0,,CHUPON ORTODONTICO MIEL BEBE,,18,PZA,48.00,41.38,2.67,2.30,3.50,3.02,,06/11/2010,16,31.3,6,,0,GARIS,
FAR,0,,TREDA TABLETAS,,20,PZA,0.00,64.00,0.00,3.20,0.00,4.00,09/12/2010,09/12/2010,0,25.0,0,,0,GARIS,
PER,7702018913879,,GILLETTE SPRAY 150 ML ARTIC ICE.,85 G,1,PZA,32.50,28.26,32.50,28.26,42.00,36.52,,31/12/2009,16,29.2,0,,1,GARIS,
,0,,PECHUGA DE PAVO SAN RAFAEL 1 KG,,1,K,0.00,90.00,0.00,90.00,0.00,120.00,31/12/2009,31/12/2009,0,33.3,0,,0,FUD,
FAR,7501008409527,FAR,REDOXON 10 TAB NJA/LIM,10 TAB,1,FCO,0.00,48.00,0.00,48.00,0.00,58.00,,31/12/2009,0,20.8,0,,0,GARIS,
,7501005616522,,TEQUI 100 AÑOS AZUL REP 200 ML,,1,,0.00,37.00,0.00,37.00,0.00,45.00,02/01/2010,02/01/2010,0,21.6,-4,,0,,
VIN,7501043710688,VINOS,VODKA KARAT 250 M,200 ML,1,PZA,21.00,18.10,21.00,18.10,25.50,21.98,17/11/2010,17/11/2010,16,21.4,-3,,0,GARIS,
LAC,10,MAIZ POZO,MAIZ POZOLERO BRENDA 1K,1K,1,BOLSA,0.00,8.50,0.00,8.50,0.00,11.50,07/02/2011,07/02/2011,0,35.3,-245,,2,CHILC,
ABA,7501040091827,YOGURTH,YOPLAIT 220 GR LIQ CIRUELA X 3,125 G,1,PZA,0.00,7.20,0.00,7.20,0.00,10.00,05/01/2010,05/01/2010,0,38.9,-131,,0,FUD,
ABA,7501040091834,YOGURTH,YOPLAIT 220 GR LIQ FRESA X 3,125 G,1,PZA,0.00,7.20,0.00,7.20,0.00,10.00,05/01/2010,05/01/2010,0,38.9,-131,,0,FUD,
ABA,749968500015,,FIBRA VERDE PTE C/3,,1,PZA,3.60,3.10,3.60,3.10,4.50,3.88,09/04/2011,09/04/2011,16,25.0,-9,,0,GARIS,
PER,75027551,SHAMPOO,DOVE BARRA 50 GR ROSA,200 ML,1,BOTELLA,30.00,26.09,30.00,26.09,36.50,31.74,06/01/2010,06/01/2010,16,21.7,0,,0,GARIS,
PER,75027964,SHAMPOO,DOVE BARRA 50 GR VERDE,200 ML,1,BOTELLA,30.00,26.09,30.00,26.09,36.50,31.74,06/01/2010,06/01/2010,16,21.7,2,,0,GARIS,
PER,75027957,SHAMPOO,DOVE BARRA 50 GR AMARILLO,200 ML,1,BOTELLA,30.00,26.09,30.00,26.09,36.50,31.74,,06/01/2010,16,21.7,0,,0,GARIS,
PER,7503002163146,GEL,GEL XTREME 1K SURTIDO,1 K,6,PZA,130.40,112.41,21.73,18.74,27.50,23.71,07/02/2011,07/02/2011,16,26.5,-23,,0,ZORRO,
LAC,7501032332761,,DANONE BEBER 250 GR MANZANA*,,1,PZA,0.00,4.40,0.00,4.40,0.00,5.50,04/06/2010,04/06/2010,0,25.0,-139,,0,DANON,
JAR,7501019100208,GUANTES,GUANTES VITEX M/USOS SATIN 7,7,1,PAR,13.66,11.78,13.66,11.78,18.00,15.52,23/03/2011,23/03/2011,16,31.8,6,,0,GARIS,
JAR,7501019100178,GUANTES,GUANTES VITEX M/USOS SATIN 6.5,7,1,PAR,13.66,11.78,13.66,11.78,18.00,15.52,11/04/2011,11/04/2011,16,31.8,6,,0,GARIS,
PER,7501737405319,PERFUMERI,COTY SPRAY 100 ML NAT ENERGY,100 ML,3,PZA,65.40,56.38,21.80,18.79,27.30,23.53,,11/01/2010,16,25.2,-2,,0,GARIS,
PER,7509546028798,PERFUMERI,SPEED AERO 100 GS COOL FUSION,100 GR,1,PZA,33.00,28.45,33.00,28.45,43.00,37.07,,11/09/2010,15,30.3,3,,0,GARIS,
PER,7509546029047,PERFUMERI,SPEED AERO 100 GS POWER,100 GR,1,PZA,33.00,28.45,33.00,28.45,43.00,37.07,11/01/2010,11/09/2010,15,30.3,3,,0,GARIS,
PAP,0,,CAJA P/ARMAR 3 ESPECIAL,,1,PZA,1.50,1.29,1.50,1.29,2.50,2.16,,12/01/2010,16,66.7,0,,0,D F,
FAR,0,JERINGAS,JERINGA P/INSULINA 0.5ML,0.5 ML,100,PZA,0.00,220.00,0.00,2.20,0.00,2.80,16/02/2011,16/02/2011,0,27.3,100,,10,GARIS,
FER,0,,CALENTADOR RESORTE/PLASTICO,No 20,1,PZA,3.20,2.78,3.20,2.78,5.00,4.35,,13/01/2010,16,56.2,10,,3,EL 45,
ABA,0,,BILLETITOS FABIOLA CH Y GDE,,1,P,7.60,6.55,7.60,6.55,10.00,8.62,,13/01/2010,16,31.6,0,,0,,
FAR,0,,BRONCOLIN PALETAS,,50,P,0.00,56.90,0.00,1.14,0.00,1.50,03/10/2010,03/10/2010,0,31.8,25,,0,GARIS,
MER,0,,SERVILLETA CUADRILLE 45 X 55,45 55,12,PZA,42.00,36.21,3.50,3.02,6.00,5.17,30/03/2011,30/03/2011,16,71.4,12,,0,MARBE,
MER,0,,ESTAMBRE NIEVE 100 GS,100 G,10,PZA,195.00,168.10,19.50,16.81,27.01,23.28,07/03/2010,07/03/2010,15,38.5,6,,0,MARBE,
MER,0,,ESTAMBRE CANDY 50 GS,50,10,PZA,72.00,62.07,7.20,6.21,10.00,8.62,09/02/2011,09/02/2011,16,38.9,6,,0,MARBE,
MER,0,,CORDON METALICO 03,,100,MT,27.85,24.01,0.28,0.24,0.50,0.43,07/01/2011,07/01/2011,16,79.5,50,,0,MARBE,
MER,0,,TEREROLLO 1073 ORO TERESITA,,20,MT,57.20,49.31,2.86,2.47,4.00,3.45,,13/01/2010,16,40.0,20,,0,MARBE,
FER,0,FERRETERA,DESTORCEDOR CHICO,CHICO,1,PZA,6.00,5.17,6.00,5.17,8.50,7.33,,14/01/2010,16,41.7,0,FER,0,DF,
FER,0,FERRETERA,DESTORCEDOR MEDIANO,CHICO,1,PZA,8.00,6.90,8.00,6.90,11.50,9.91,14/01/2010,14/01/2010,16,43.8,0,FER,0,DF,
SEM,42,CHILE SECO,CHILACA ANCHA 100 GS,1,10,KG,0.00,55.00,0.00,5.50,0.00,7.00,26/02/2011,26/02/2011,0,27.3,-184,,1,CASER,
SEM,84,PASAS,PASAS SECAS JUMBO 100 G,250 G,99,BOLSA,0.00,320.00,0.00,3.23,0.00,5.00,09/12/2010,09/12/2010,0,54.7,1,,0,CASER,
MER,0,,CORDON DORADO NO 4,,18,MT,10.99,9.47,0.61,0.53,1.00,0.86,14/01/2010,14/01/2010,16,63.8,0,,0,MBZ,
MER,0,,CORDON DORADO NO 1,,18,MT,19.99,17.23,1.11,0.96,2.00,1.72,14/01/2010,14/01/2010,16,80.1,0,,0,MBZ,
MER,0,,CIERRE 15 CM REFORZADO METAL,15 CM,1,PZA,3.00,2.59,3.00,2.59,4.50,3.88,09/02/2011,09/02/2011,16,50.0,25,,0,MARB,
MER,0,,CIERRE 18 CM REFORZADO METAL,15 CM,1,PZA,3.20,2.76,3.20,2.76,4.50,3.88,09/02/2011,09/02/2011,16,40.6,25,,0,MARB,
MER,0,,ESPIGUILLA ARTISELA N 625,625,100,MT,129.00,111.21,1.29,1.11,2.00,1.72,,14/01/2010,16,55.0,100,,0,MARBE,
MER,0,,TEREROLLO N 1103 ORO METAL,,30,MT,64.00,55.17,2.13,1.84,3.00,2.59,,14/01/2010,16,40.6,0,,0,MARBE,
FER,0,,CUCHILLO CUNSA 802 Y 804,,1,PZA,15.00,12.93,15.00,12.93,22.00,18.97,14/01/2010,14/01/2010,16,46.7,6,,0,MARCU,
PAP,0,,NAIPE AS DE OROS MATE,,10,PZA,130.00,112.07,13.00,11.21,20.00,17.24,,14/01/2010,16,53.8,6,,0,D F,
FER,0,,EXTEN COHES 6 MT,,1,PZA,19.15,16.51,19.15,16.51,27.00,23.28,,10/03/2010,16,41.0,6,,0,EL 45,
FER,0,,CLVIJA COHES U/R 2867,,1,PZA,10.50,9.05,10.50,9.05,15.00,12.93,,15/01/2010,16,42.9,12,,0,EL 45,
FER,0,,EXTEN COHES 4 MT,4 M,1,PZA,13.10,11.29,13.10,11.29,18.50,15.95,,16/01/2010,16,41.2,6,,0,EL 45,
FER,0,,TAPON P-LUZ,,1,PZA,3.05,2.63,3.05,2.63,5.00,4.31,08/03/2010,08/03/2010,16,63.9,0,,0,,
PAP,0,,BLOCK DIB 10 H C/CHINA,,1,PZA,10.00,8.62,10.00,8.62,14.00,12.07,,17/01/2010,16,40.0,6,,0,D F,
DUL,7501056900632,,CRACK-UPS 40 GR,40 GR,18,BOLSA,0.00,51.60,0.00,2.87,0.00,4.00,25/01/2011,25/01/2011,0,39.5,-13,,0,GARIS,
DUL,7501011167452,SABRITAS,CHEETOS 27 G HORNEADOS AZUL,30 G,1,PQT,0.00,3.37,0.00,3.37,0.00,4.00,,18/01/2010,0,18.7,-674,,1,SABRI,
,7501011102330,,SABRITAS 44 G CASERAS JALAPEÑO,42 G,1,PZA,0.00,5.20,0.00,5.20,0.00,6.00,,18/01/2010,0,15.4,-42,,0,SABRI,
DUL,75025984,DULCERIA,CHOKATO 12/23 GR,23 GR,12,PZA,0.00,15.70,0.00,1.31,0.00,2.50,28/02/2011,28/02/2011,0,91.1,-4,,0,GARIS,
VIN,7502005260296,TEQUILA,DESTILADO SUREÑO 440 ML,440 ML,24,BOTELLA,192.00,165.52,8.00,6.90,10.00,8.62,06/04/2011,06/04/2011,16,25.0,15,,5,GARIS,
FER,0,,REGULADOR 2 VIAS S/P 2001,,1,PZA,52.90,45.60,52.90,45.60,74.50,64.22,18/04/2010,07/08/2010,16,40.8,3,,0,DIPLO,
,7506105601003,,CHICLETS ADAMS 12 PZ FRUTAL,,12,,45.00,38.79,3.75,3.23,5.00,4.31,19/01/2010,19/01/2010,16,33.3,-19,,0,GARIS,
,50196364,,WHISKY BUCHANANS DE LUXE 1 LT,,1,PZA,590.09,508.70,590.09,508.70,670.00,577.59,19/01/2010,19/01/2010,16,13.5,0,,0,GALLO,
ABA,7501590612367,,ALUMINIO ALUPLUS 15M X 45 CT,15X45,1,PZA,35.63,30.72,35.63,30.72,45.00,38.79,,20/01/2010,15,26.3,2,,0,F V,
ABA,745819006101,JABON,JABON LEON 350 ESPUMOSO,350 GS,20,PZA,128.00,110.34,6.40,5.52,7.70,6.64,10/09/2010,10/09/2010,16,20.3,-8,,0,F V,
ABA,745819007290,JABON,JABON LEON 350 GS SUAVIZ,50 GS,20,PZA,153.00,131.90,7.65,6.59,9.20,7.93,09/03/2011,09/03/2011,16,20.3,18,,0,GARIS,
ABA,16000458406,,BETUN BETTY 453 GS CHOC.,,1,PZA,0.00,25.00,0.00,25.00,0.00,31.00,,20/01/2010,0,24.0,0,,0,F V,
ABA,16000432307,,HARINA P/PASTEL BETTY CROCKER,,1,PTE,0.00,25.00,0.00,25.00,0.00,31.00,21/01/2010,21/01/2010,0,24.0,1,,0,F V,
,7501008010006,,CORN POPS 30 GS,30 GS,1,PZA,0.00,4.44,0.00,4.44,0.00,5.50,,20/01/2010,0,23.9,-7,,0,F V,
ABA,7501026008108,,JABON MANILVA 150 GS,150,40,PZA,138.80,119.66,3.47,2.99,4.50,3.88,08/03/2010,08/03/2010,16,29.7,7,,0,F V,
VIN,7501003693655,OTROS,CARIBE 300 ML MANZ-KIWI,300 ML,1,BOTELLA,11.50,9.91,11.50,9.91,14.50,12.50,06/04/2011,06/04/2011,16,26.1,5,,1,GALLO,
VIN,7501003693679,OTROS,CARIBE 300 ML MARACUYA,300 ML,1,BOTELLA,11.50,9.91,11.50,9.91,14.50,12.50,06/04/2011,06/04/2011,16,26.1,6,,1,GALLO,
ABA,14800515305,,CLAMATO TOM/ALMEJA 163 ML,163 ML,1,PZA,6.50,5.60,6.50,5.60,8.50,7.33,26/01/2011,26/01/2011,16,30.8,-1,,0,F V,
ABA,7501073411302,,CHOCOLATE 3 CORONAS 140 GS,,5,PZA,0.00,52.00,0.00,10.40,0.00,13.00,20/10/2010,20/10/2010,0,25.0,-4,,0,F V,
DUL,7501000611836,GAMESA,GAMESA BIZCOCHITO 135 G,135 G,10,BOLSA,0.00,46.20,0.00,4.62,0.00,6.00,16/02/2011,16/02/2011,0,29.9,-77,,0,GARIS,
ABA,7501011398658,,CAMPBLLS 420 GS CHAMPIÑON,,1,PZA,0.00,14.70,0.00,14.70,0.00,18.50,03/01/2011,03/01/2011,0,25.9,-4,,0,GARIS,
ABA,7501001604554,,PURE DE PAPA 125 G MAGGI,125 G,1,PZA,0.00,11.50,0.00,11.50,0.00,14.50,12/12/2010,12/12/2010,0,26.1,-1,,0,GARIS,
ABA,7501032935610,S,PATO PAST 48 GS VERDE,,1,PZA,0.00,17.50,0.00,17.50,0.00,22.00,19/08/2010,19/08/2010,0,25.7,2,,0,GARIS,
ABA,7501032935603,S,PATO PAST 48 GS AZUL,48,1,PZA,14.40,12.41,14.40,12.41,18.00,15.52,19/08/2010,10/03/2011,16,25.0,2,,0,GARIS,
ABA,7501006539684,,MERMELADA 1 K DEL MONTE,,1,PZA,0.00,26.50,0.00,26.50,0.00,32.00,03/10/2010,03/10/2010,0,20.8,-11,,0,GARIS,
ABA,7501052411125,,LEGAL SOLUBLE 200 GS,,1,PZA,0.00,36.60,0.00,36.60,0.00,45.00,03/01/2011,03/01/2011,0,23.0,-2,,0,GARIS,
JAR,7501019100758,LIMPIEZA,GUANTES VITEX M/USOS SATIN 10,6 1/2,1,PAR,12.00,10.34,12.00,10.34,18.00,15.52,25/01/2011,25/01/2011,16,50.0,-54,,1,GARIS,
PER,7898422748258,SHAMPOO,SEDAL CREMA 300ML SOS CERAMIDAS,300 ML,1,PZA,24.00,20.69,24.00,20.69,30.50,26.29,21/01/2010,21/01/2010,16,27.1,-12,,0,GARIS,
ABA,7502224340069,,PANERA PIVOLINA PLASTICO BLANCA,,1,PZA,2.70,2.33,2.70,2.33,4.00,3.45,21/01/2010,21/01/2010,16,48.1,0,,0,GARIS,
ABA,7501006551112,PALOMITAS,PALOMITAS P/M ACT II VALENTINA,184 G,15,PQT,0.00,66.00,0.00,4.40,0.00,6.00,05/04/2011,06/04/2011,0,36.4,12,,0,GARIS,
ABA,7501550710324,ABARROTES,LIMPIADOR REAL CLEAN 5 L PINO,5 LT,1,BOT,29.25,25.22,29.25,25.22,37.00,31.90,,21/01/2010,15,26.5,0,,0,GARIS,
ABA,7501550710614,ABARROTES,LIMPIADOR REAL CLEAN 5 L LAVANDA,5 LT,1,BOT,29.25,25.22,29.25,25.22,37.00,31.90,,21/01/2010,15,26.5,-3,,0,GARIS,
DES,7501108317487,DESECHABL,CUCHARA T-FAL BIENVENUE,1,1,PZA,24.30,20.95,24.30,20.95,30.00,25.86,,21/01/2010,16,23.5,0,,0,GARIS,
ABA,7501035905054,,AJAX AMONIA 1 LT,850 ML,1,PZA,14.80,12.76,14.80,12.76,18.00,15.51,07/04/2010,07/04/2010,16,21.6,-2,,0,GARIS,
JAR,7502226232027,,FIBRA SUPER C/ESPONJA,,1,PZA,2.70,2.33,2.70,2.33,4.00,3.45,,21/01/2010,16,48.1,12,,0,GARIS,
,7501000601776,,GAMESA SENZO 93 G,113 G,1,PQT,2.92,4.80,2.92,4.80,3.50,6.00,,22/01/2010,0,25.0,-244,,0,GAMES,
,7501000144822,,CHOCO CHISPAS 220 GS LARA,220,1,PZA,0.00,10.83,0.00,10.83,0.00,13.00,,24/01/2010,0,20.0,-2,,0,LARA,
ABA,7501030494515,,BIMBO MULTIGRANO 34 GS NUEZ,34 GS,1,PZA,0.00,3.40,0.00,3.40,0.00,4.00,,24/01/2010,0,17.6,2,,0,BIMBO,
,7501011131132,,SABRITAS PAKETAXO 300 GS,,1,PT,0.00,20.83,0.00,20.83,0.00,25.00,,24/01/2010,0,20.0,-55,,0,SABRI,
ABA,7501030496656,,MARINELA SUAVECREMAS 80 G FSA,,1,PT,0.00,4.30,0.00,4.30,0.00,5.00,,24/01/2010,0,16.3,-20,,0,MARIN,
,7501000601738,,FLORENTINAS 83 G GAMESA,,1,PZA,0.00,4.20,0.00,4.20,0.00,5.00,,24/01/2010,0,19.0,-15,,0,GAMES,
